"vendor_id","vendor_name","pick_note_number","date","key","ws_code","batch_number","quantity","month"
370,K B SHAH AND CO,PR201008666,"14-11-2024","370_16383_HMP2166",16383,HMP2166,2,Nov-2024
370,K B SHAH AND CO,PR201008660,"14-11-2024","370_16693_D0HQV010",16693,D0HQV010,2,Nov-2024
370,K B SHAH AND CO,PR201008660,"14-11-2024","370_16752_ZAEM2254",16752,ZAEM2254,2,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_1684_372101707",1684,"372101707",1,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_16976_GL2983",16976,GL2983,1,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_1718_GT14312",1718,GT14312,2,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_1718_GT14322",1718,GT14322,1,Nov-2024
370,K B SHAH AND CO,PR201008661,"14-11-2024","370_17209_OPT22009",17209,OPT22009,1,Nov-2024
370,K B SHAH AND CO,PR201008672,"14-11-2024","370_17230_54001MN1",17230,"54001MN1",1,Nov-2024
370,K B SHAH AND CO,PR201008672,"14-11-2024","370_17235_52051MN1",17235,"52051MN1",1,Nov-2024
370,K B SHAH AND CO,PR201008664,"14-11-2024","370_17262_ALT220895",17262,ALT220895,2,Nov-2024
370,K B SHAH AND CO,PR201008666,"14-11-2024","370_1734_360777D7",1734,"360777D7",1,Nov-2024
370,K B SHAH AND CO,PR201008661,"14-11-2024","370_1735_360814D7",1735,"360814D7",1,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_17691_AT2305097",17691,AT2305097,2,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_17925_GTD2623A",17925,GTD2623A,1,Nov-2024
370,K B SHAH AND CO,PR201008673,"14-11-2024","370_18207_LB062318",18207,LB062318,1,Nov-2024
370,K B SHAH AND CO,PR201008661,"14-11-2024","370_1830_211211180",1830,"211211180",3,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_18659_M214044",18659,M214044,1,Nov-2024
370,K B SHAH AND CO,PR201008673,"14-11-2024","370_18898_ZFET2207",18898,ZFET2207,1,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_18913_GTD2882A",18913,GTD2882A,4,Nov-2024
370,K B SHAH AND CO,PR201008669,"14-11-2024","370_1900_D12W050",1900,D12W050,1,Nov-2024
370,K B SHAH AND CO,PR201008669,"14-11-2024","370_1900_D12W051",1900,D12W051,2,Nov-2024
370,K B SHAH AND CO,PR201008669,"14-11-2024","370_1900_D12W078",1900,D12W078,1,Nov-2024
370,K B SHAH AND CO,PR201008663,"14-11-2024","370_19085_PCV005",19085,PCV005,1,Nov-2024
370,K B SHAH AND CO,PR201008672,"14-11-2024","370_1929_MCP012",1929,MCP012,1,Nov-2024
370,K B SHAH AND CO,PR201008673,"14-11-2024","370_19528_ACMDB22023",19528,ACMDB22023,2,Nov-2024
370,K B SHAH AND CO,PR201008673,"14-11-2024","370_19616_K1HPV046",19616,K1HPV046,1,Nov-2024
370,K B SHAH AND CO,PR201008673,"14-11-2024","370_19986_BUA0038",19986,BUA0038,1,Nov-2024
370,K B SHAH AND CO,PR201008673,"14-11-2024","370_20096_PABKC10",20096,PABKC10,1,Nov-2024
370,K B SHAH AND CO,PR201008661,"14-11-2024","370_2052_SIC3318AA",2052,SIC3318AA,3,Nov-2024
370,K B SHAH AND CO,PR201008664,"14-11-2024","370_2130_2212005",2130,"2212005",1,Nov-2024
370,K B SHAH AND CO,PR201008667,"14-11-2024","370_2180_CEL71L22",2180,CEL71L22,5,Nov-2024
370,K B SHAH AND CO,PR201008661,"14-11-2024","370_2332_N8AFV010",2332,N8AFV010,2,Nov-2024
370,K B SHAH AND CO,PR201008661,"14-11-2024","370_2373_CTP22017",2373,CTP22017,2,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_2544_I4IAV004",2544,I4IAV004,5,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_2598_EC21303",2598,EC21303,1,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_2640_EJ2317",2640,EJ2317,1,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_2640_EJ2320",2640,EJ2320,1,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_2914_SA30051",2914,SA30051,4,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_2953_YCF044",2953,YCF044,1,Nov-2024
370,K B SHAH AND CO,PR201008664,"14-11-2024","370_3129_GTE1160A",3129,GTE1160A,1,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_3513_211211122",3513,"211211122",2,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_3704_I205301",3704,I205301,4,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_3709_18220857",3709,"18220857",2,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_3872_SN12374",3872,SN12374,2,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_3877_SN22074",3877,SN22074,2,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_3886_EBDS0006",3886,EBDS0006,1,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_3919_4009160",3919,"4009160",4,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_3919_4009161",3919,"4009161",8,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_3922_28024513",3922,"28024513",7,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_3927_EGTC23021",3927,EGTC23021,2,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_3952_Z05CW22037",3952,Z05CW22037,1,Nov-2024
370,K B SHAH AND CO,PR201008675,"14-11-2024","370_3960_D506878",3960,D506878,13,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_4034_9B7G",4034,"9B7G",7,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_4170_53002MN1",4170,"53002MN1",1,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_4174_53057MN1",4174,"53057MN1",3,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_4174_54019MN2",4174,"54019MN2",1,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_4275_SDH0076",4275,SDH0076,1,Nov-2024
370,K B SHAH AND CO,PR201008725,"14-11-2024","370_4299_AETC24004",4299,AETC24004,1,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_4716_SID1577A",4716,SID1577A,1,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_4724_GT20162",4724,GT20162,4,Nov-2024
370,K B SHAH AND CO,PR201008666,"14-11-2024","370_4770_F19526",4770,F19526,3,Nov-2024
370,K B SHAH AND CO,PR201008675,"14-11-2024","370_5163_23R040",5163,"23R040",14,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_5390_252201144",5390,"252201144",1,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_5402_FTZ0052",5402,FTZ0052,1,Nov-2024
370,K B SHAH AND CO,PR201008660,"14-11-2024","370_542_A3AGV015",542,A3AGV015,1,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_5578_B7IAV009",5578,B7IAV009,3,Nov-2024
370,K B SHAH AND CO,PR201008660,"14-11-2024","370_563_SA13438",563,SA13438,3,Nov-2024
370,K B SHAH AND CO,PR201008666,"14-11-2024","370_5643_GGRV21005",5643,GGRV21005,1,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_5864_60000158",5864,"60000158",2,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_5873_APM22075",5873,APM22075,1,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_5873_APM22098",5873,APM22098,2,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_5873_APM22101",5873,APM22101,1,Nov-2024
370,K B SHAH AND CO,PR201008666,"14-11-2024","370_5875_28023840",5875,"28023840",4,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_5942_TF23F241",5942,TF23F241,2,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_6042_D619",6042,D619,3,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_6134_211211159",6134,"211211159",9,Nov-2024
370,K B SHAH AND CO,PR201008663,"14-11-2024","370_6135_211211160",6135,"211211160",3,Nov-2024
370,K B SHAH AND CO,PR201008662,"14-11-2024","370_6135_211211160",6135,"211211160",18,Nov-2024
370,K B SHAH AND CO,PR201008675,"14-11-2024","370_6271_D495420",6271,D495420,5,Nov-2024
370,K B SHAH AND CO,PR201008675,"14-11-2024","370_6282_A0030020",6282,A0030020,2,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_6434_INA21010",6434,INA21010,2,Nov-2024
370,K B SHAH AND CO,PR201008666,"14-11-2024","370_680_A252245",680,A252245,4,Nov-2024
370,K B SHAH AND CO,PR201008666,"14-11-2024","370_6905_2220432",6905,"2220432",2,Nov-2024
370,K B SHAH AND CO,PR201008660,"14-11-2024","370_713_AXDS0015",713,AXDS0015,6,Nov-2024
370,K B SHAH AND CO,PR201008666,"14-11-2024","370_7157_SID3188A",7157,SID3188A,2,Nov-2024
370,K B SHAH AND CO,PR201008663,"14-11-2024","370_7161_GKD2100A",7161,GKD2100A,1,Nov-2024
370,K B SHAH AND CO,PR201008663,"14-11-2024","370_7273_G7IAV030",7273,G7IAV030,1,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_7528_GTE1492A",7528,GTE1492A,1,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_7976_GTD2691A",7976,GTD2691A,1,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_7993_SPL221742",7993,SPL221742,2,Nov-2024
370,K B SHAH AND CO,PR201008670,"14-11-2024","370_8072_O358",8072,O358,4,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_8223_ELR6AL1018",8223,ELR6AL1018,2,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_8224_ELR6AM1005",8224,ELR6AM1005,2,Nov-2024
370,K B SHAH AND CO,PR201008675,"14-11-2024","370_8425_MS6HC10",8425,MS6HC10,1,Nov-2024
370,K B SHAH AND CO,PR201008675,"14-11-2024","370_8426_B90230",8426,B90230,1,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_8476_ZMT021222",8476,ZMT021222,3,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_8968_NZA22034",8968,NZA22034,1,Nov-2024
370,K B SHAH AND CO,PR201008668,"14-11-2024","370_8968_NZA22035",8968,NZA22035,4,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_8988_B680",8988,B680,1,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_8990_BF777",8990,BF777,1,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_9123_SID0931A",9123,SID0931A,1,Nov-2024
370,K B SHAH AND CO,PR201008663,"14-11-2024","370_9128_GKD2148A",9128,GKD2148A,3,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_9157_RCA0015",9157,RCA0015,1,Nov-2024
370,K B SHAH AND CO,PR201008666,"14-11-2024","370_9272_B3HSV015",9272,B3HSV015,1,Nov-2024
370,K B SHAH AND CO,PR201008661,"14-11-2024","370_928_ASBS0036",928,ASBS0036,1,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_9376_19M04S",9376,"19M04S",7,Nov-2024
370,K B SHAH AND CO,PR201008675,"14-11-2024","370_9378_NR7JT61",9378,NR7JT61,5,Nov-2024
370,K B SHAH AND CO,PR201008663,"14-11-2024","370_9440_E16GC21004",9440,E16GC21004,2,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_9460_HC230603",9460,HC230603,2,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_9462_J4HPW020",9462,J4HPW020,3,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_9468_B12W058",9468,B12W058,1,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_9468_B12W063",9468,B12W063,3,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_9475_D71W004",9475,D71W004,6,Nov-2024
370,K B SHAH AND CO,PR201008674,"14-11-2024","370_9475_D71W008",9475,D71W008,5,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_9477_D15W033",9477,D15W033,2,Nov-2024
370,K B SHAH AND CO,PR201008663,"14-11-2024","370_9488_CPA0064",9488,CPA0064,2,Nov-2024
370,K B SHAH AND CO,PR201008663,"14-11-2024","370_9525_2220503",9525,"2220503",1,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_9546_GT19922",9546,GT19922,4,Nov-2024
370,K B SHAH AND CO,PR201008671,"14-11-2024","370_9546_GT19932",9546,GT19932,5,Nov-2024
370,K B SHAH AND CO,PR201008665,"14-11-2024","370_9612_SID3313A",9612,SID3313A,1,Nov-2024
371,K.CHIMANLAL  CO,PR201008676,"14-11-2024","371_11366_JKL011007A",11366,JKL011007A,1,Nov-2024
371,K.CHIMANLAL  CO,PR201008676,"14-11-2024","371_13191_PCTE22120",13191,PCTE22120,1,Nov-2024
371,K.CHIMANLAL  CO,PR201008676,"14-11-2024","371_14675_SGD202",14675,SGD202,1,Nov-2024
371,K.CHIMANLAL  CO,PR201008676,"14-11-2024","371_14675_SGD203",14675,SGD203,19,Nov-2024
371,K.CHIMANLAL  CO,PR201008677,"14-11-2024","371_16115_OO30",16115,OO30,1,Nov-2024
371,K.CHIMANLAL  CO,PR201008676,"14-11-2024","371_17822_ACMCY22035",17822,ACMCY22035,1,Nov-2024
371,K.CHIMANLAL  CO,PR201008676,"14-11-2024","371_18342_EMV221821",18342,EMV221821,7,Nov-2024
371,K.CHIMANLAL  CO,PR201008676,"14-11-2024","371_18945_250622005",18945,"250622005",1,Nov-2024
371,K.CHIMANLAL  CO,PR201008676,"14-11-2024","371_314_02A21028",314,"02A21028",21,Nov-2024
371,K.CHIMANLAL  CO,PR201008676,"14-11-2024","371_3597_T21620",3597,T21620,1,Nov-2024
371,K.CHIMANLAL  CO,PR201008677,"14-11-2024","371_4168_53064MN1",4168,"53064MN1",2,Nov-2024
371,K.CHIMANLAL  CO,PR201008730,"14-11-2024","371_8769_LTA42687",8769,LTA42687,2,Nov-2024
375,MAHENDRA MEDICINES,PR201008678,"14-11-2024","375_11520_UTGRLA108",11520,UTGRLA108,1,Nov-2024
375,MAHENDRA MEDICINES,PR201008678,"14-11-2024","375_14855_FP9292",14855,FP9292,1,Nov-2024
375,MAHENDRA MEDICINES,PR201008678,"14-11-2024","375_19072_ZDCW003607",19072,ZDCW003607,1,Nov-2024
375,MAHENDRA MEDICINES,PR201008678,"14-11-2024","375_314_02A21026",314,"02A21026",1,Nov-2024
375,MAHENDRA MEDICINES,PR201008678,"14-11-2024","375_7624_391035",7624,"391035",2,Nov-2024
375,MAHENDRA MEDICINES,PR201008678,"14-11-2024","375_7624_393257",7624,"393257",1,Nov-2024
375,MAHENDRA MEDICINES,PR201008678,"14-11-2024","375_8939_4N07203",8939,"4N07203",2,Nov-2024
378,MAHESH MEDICAL STORES,PR201008679,"14-11-2024","378_18800_EMV221595",18800,EMV221595,2,Nov-2024
380,MAYUR MEDICAL AGENCY PRIVATE LIMITED,PR201008680,"14-11-2024","380_11390_GTD2711A",11390,GTD2711A,1,Nov-2024
380,MAYUR MEDICAL AGENCY PRIVATE LIMITED,PR201008680,"14-11-2024","380_15091_JTZ012011AS",15091,JTZ012011AS,2,Nov-2024
380,MAYUR MEDICAL AGENCY PRIVATE LIMITED,PR201008680,"14-11-2024","380_8790_M27577",8790,M27577,1,Nov-2024
384,MODI  SHAH BROTHERS,PR201008681,"14-11-2024","384_17083_362A1",17083,"362A1",2,Nov-2024
384,MODI  SHAH BROTHERS,PR201008681,"14-11-2024","384_17443_234305",17443,"234305",2,Nov-2024
384,MODI  SHAH BROTHERS,PR201008681,"14-11-2024","384_18254_15039150",18254,"15039150",1,Nov-2024
384,MODI  SHAH BROTHERS,PR201008681,"14-11-2024","384_18541_HLU209",18541,HLU209,8,Nov-2024
384,MODI  SHAH BROTHERS,PR201008681,"14-11-2024","384_18541_HLV105",18541,HLV105,6,Nov-2024
384,MODI  SHAH BROTHERS,PR201008681,"14-11-2024","384_18766_BSNL568",18766,BSNL568,1,Nov-2024
384,MODI  SHAH BROTHERS,PR201008681,"14-11-2024","384_6524_H22368",6524,H22368,2,Nov-2024
386,PARAS DISTRIBUTORS,PR201008684,"14-11-2024","386_11734_AAH0035",11734,AAH0035,1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008684,"14-11-2024","386_12327_2CH77",12327,"2CH77",3,Nov-2024
386,PARAS DISTRIBUTORS,PR201008683,"14-11-2024","386_12559_1103LV",12559,"1103LV",4,Nov-2024
386,PARAS DISTRIBUTORS,PR201008684,"14-11-2024","386_13250_3HT02",13250,"3HT02",1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008683,"14-11-2024","386_13675_2DD7J013",13675,"2DD7J013",4,Nov-2024
386,PARAS DISTRIBUTORS,PR201008683,"14-11-2024","386_13681_GT300424",13681,GT300424,1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008684,"14-11-2024","386_1466_O137",1466,O137,1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008684,"14-11-2024","386_1489_BIE23029",1489,BIE23029,4,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_15058_K2202638",15058,K2202638,17,Nov-2024
386,PARAS DISTRIBUTORS,PR201008683,"14-11-2024","386_15711_18220852",15711,"18220852",3,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_1589_V2201330",1589,V2201330,1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008684,"14-11-2024","386_16392_AVJ0089",16392,AVJ0089,1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008684,"14-11-2024","386_16571_KFZ0574",16571,KFZ0574,1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_17112_VG2204",17112,VG2204,3,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_18413_EMV221663B",18413,EMV221663B,3,Nov-2024
386,PARAS DISTRIBUTORS,PR201008683,"14-11-2024","386_19470_I204846",19470,I204846,2,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_2749_N22AP22016",2749,N22AP22016,3,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_3144_84723049",3144,"84723049",1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_318_PVMAG11",318,PVMAG11,2,Nov-2024
386,PARAS DISTRIBUTORS,PR201008683,"14-11-2024","386_4321_2EC6J003",4321,"2EC6J003",2,Nov-2024
386,PARAS DISTRIBUTORS,PR201008683,"14-11-2024","386_440_K2202362",440,K2202362,2,Nov-2024
386,PARAS DISTRIBUTORS,PR201008684,"14-11-2024","386_6050_G2191",6050,G2191,2,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_6589_KIC2252A",6589,KIC2252A,1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_6712_ZTZ22114",6712,ZTZ22114,2,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_8113_CR0052L",8113,CR0052L,1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008682,"14-11-2024","386_8647_B0AEV067",8647,B0AEV067,1,Nov-2024
386,PARAS DISTRIBUTORS,PR201008684,"14-11-2024","386_8880_NYTC240",8880,NYTC240,1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_11422_2154",11422,"2154",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008686,"14-11-2024","388_11641_1221155",11641,"1221155",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_12090_SN30042",12090,SN30042,4,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_12189_SGVC0139",12189,SGVC0139,1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008686,"14-11-2024","388_13069_221211028",13069,"221211028",2,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_13316_221110944",13316,"221110944",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_13492_BA31428",13492,BA31428,3,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_13564_TT22180",13564,TT22180,1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_13566_87622050",13566,"87622050",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_14667_221210998",14667,"221210998",2,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_16924_230610469",16924,"230610469",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_1757_SA23276",1757,SA23276,5,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_17710_221110857",17710,"221110857",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008686,"14-11-2024","388_1791_TT22175",1791,TT22175,1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008686,"14-11-2024","388_1791_TT22177",1791,TT22177,4,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008686,"14-11-2024","388_1791_TT22178",1791,TT22178,6,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008686,"14-11-2024","388_18210_GD382009",18210,GD382009,1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_1905_221211006",1905,"221211006",2,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_237_SA30911",237,SA30911,1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_2400_SB21325",2400,SB21325,3,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_2401_SB21340",2401,SB21340,2,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008686,"14-11-2024","388_280_221211027",280,"221211027",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_2812_2220497",2812,"2220497",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_3075_2146",3075,"2146",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_4703_221110936",4703,"221110936",5,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008688,"14-11-2024","388_5125_T30116",5125,T30116,40,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_5128_SA23455",5128,SA23455,3,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_5128_SA23456",5128,SA23456,3,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008686,"14-11-2024","388_5650_221210978",5650,"221210978",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008686,"14-11-2024","388_5656_221211000",5656,"221211000",1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_6892_221210960",6892,"221210960",3,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008688,"14-11-2024","388_7869_BA31444",7869,BA31444,6,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008688,"14-11-2024","388_7869_BA31445",7869,BA31445,13,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008685,"14-11-2024","388_7869_BA31445",7869,BA31445,4,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_8533_AFB22P31",8533,AFB22P31,2,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_9200_M920714",9200,M920714,1,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_9325_STC21504",9325,STC21504,5,Nov-2024
388,PHARMA DISTRIBUTOR,PR201008687,"14-11-2024","388_9969_221210979",9969,"221210979",1,Nov-2024
395,ROHAN ENTERPRISE,PR201008689,"14-11-2024","395_8881_NYTC263",8881,NYTC263,1,Nov-2024
396,S S HEALTHCARE,PR201008690,"14-11-2024","396_6481_V21ITF40023",6481,V21ITF40023,2,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_11846_JMT011007AS",11846,JMT011007AS,5,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008691,"14-11-2024","397_13901_N29DH22006",13901,N29DH22006,6,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_14107_J11152",14107,J11152,9,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008691,"14-11-2024","397_2749_N22AP22008",2749,N22AP22008,3,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_2861_ME022203",2861,ME022203,5,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_2862_VS102211",2862,VS102211,1,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_2863_RV152204",2863,RV152204,1,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_3553_TPDBB2236",3553,TPDBB2236,2,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008691,"14-11-2024","397_5095_AT101221",5095,AT101221,2,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008691,"14-11-2024","397_6102_GPI062008BH",6102,GPI062008BH,1,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_6277_B80136",6277,B80136,5,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_6277_B80138",6277,B80138,2,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008691,"14-11-2024","397_6563_14TIS048",6563,"14TIS048",3,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008691,"14-11-2024","397_6563_14TIS049",6563,"14TIS049",12,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_7245_M206705",7245,M206705,1,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_7345_3170C84201",7345,"3170C84201",1,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_7533_J202117",7533,J202117,10,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_7533_J202216",7533,J202216,1,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_7534_J202154",7534,J202154,7,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008692,"14-11-2024","397_8424_B52531",8424,B52531,1,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008691,"14-11-2024","397_9730_M11CJ22012",9730,M11CJ22012,1,Nov-2024
397,SANJIVANI MEDICINES PRIVATE LIMITED,PR201008691,"14-11-2024","397_9732_M11CL22015",9732,M11CL22015,10,Nov-2024
